Year,CM,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,TOTAL
1999,8.5,249537.8121,95281.03853,49235.01962,14419.97421,2345.977269,12478.86442,0,0,0,47805.62113,1382.771038,1291.866297,473778.9447
2000,8.5,100986.6397,968889.8424,206641.0627,146051.1048,114916.7219,4283.883396,0,,33472.3417,31007.23386,115500.6743,0,1721749.505
2001,8.5,38368.20088,186923.6391,31010.34862,178623.5304,21158.39964,1567.202187,,,13471.67037,6044.647007,0,,477167.6382
2002,8.5,24883.75904,1037203.347,133595.6088,2116.211257,791.3747254,7598.67873,27754.21507,,841.7631698,,,,1234784.958
2003,8.5,2473.741381,128453.947,636061.5797,850353.1346,112557.6783,38543.32951,243200.8611,,42010.7759,0,0,0,2053655.048
2004,8.5,,183956.4129,47967.88994,26146.9424,88743.34001,0,0,,5749.658609,0,0,0,352564.2438
2005,8.5,,40589.68561,16219.10033,36556.76575,0,14317.95614,545.4948023,,1073.334379,1572.297643,,,110874.6347
2006,8.5,,26797.50826,1232.053012,18658.09599,60382.61936,0,3282.457331,,2713.07935,16129.27183,342.547493,0,129537.6326
2007,8.5,,0,37108.22915,12717.7047,71599.46982,0,15887.38833,,0,256.146439,0,0,137568.9384
2008,8.5,,0,11285.42562,66084.4485,51249.12957,44617.34024,3076.332858,,,0,0,0,176312.6768
2009,8.5,,13101.54486,93111.97538,52183.3176,54302.72578,18902.43101,18877.80253,5496.093556,0,6494.028136,2624.182273,0,265094.1011
2010,8.5,,0,0,101946.33,27811.79441,0,0,913.7274193,0,0,0,0,130671.8518
2011,8.5,,0,0,6983.985085,2002.574045,0,0,0,0,0,273.6052711,0,9260.164401
2012,8.5,,35716.77427,0,18606.53632,0,3765.304444,6890.658977,0,0,0,0,0,64979.27401
2013,8.5,,0,0,222.0881311,244.2410629,249.7889882,36.20053151,,,0,0,0,752.3187136
2014,8.5,,0,0,2163.995232,0,0,0,0,0,0,5515.519747,0,7679.51498
2015,8.5,0,0,0,1252.153778,7753.7884,0,0,0,0,0,0,0,9005.942178
2016,8.5,0.007584415,0,4180.699499,1636.377926,3576.76295,2244.024626,9574.192933,0,0,0,68.46644814,0,21280.53197
2017,8.5,,0,0,0,238.5176738,1549.26068,0,0,0.907606783,0,445.2809013,0,2233.966862
2018,8.5,0.013218251,0,0,4110.198327,0,4051.613725,,,,,,,8161.82527
1991,9,81687.27324,36796.25719,36766.0323,6397.208283,0,7490.451608,,3859.736272,17580.20683,1692.93497,0,2541.356485,194811.4572
1992,9,44159.4598,65723.78118,2085.627971,892.0903269,519.4012722,893.9581168,15823.50139,1928.374424,0,0,140.5832206,0,132166.7777
1993,9,167467.2186,33038.83221,2545.3808,3343.479198,6887.22017,1913.584766,245.3351973,456.0141388,3430.883057,3181.378251,4596.495126,104257.8759,331363.6974
1994,9,165011.1257,4103.435723,11899.28913,0,8558.064449,1209.810782,466.1293411,18363.7444,72033.03772,12374.50628,0,253324.8437,547343.9872
1995,9,112956.4086,29489.513,2361.683127,31216.65426,38384.56332,7290.201328,20694.73155,417.2631807,117230.3297,41865.11919,1296.31237,0,403202.7797
1996,9,6484.387668,4158.282359,7693.007803,1348.340315,2431.656954,239.5788509,22686.57375,101893.5614,272315.3016,79323.55206,16958.78874,16544.84778,532077.8793
1997,9,9204.311574,39895.42353,22107.68423,17618.88472,24842.01875,0,713.2143793,4459.35446,2233.616863,4710.501082,5081.909435,,130866.919
1998,9,115894.3923,257998.392,316593.092,130745.6097,73726.9121,58536.27692,2421.151785,1184.521035,45544.4848,48188.26123,720.0166775,0,1051553.11
1999,9,362637.6838,280238.3486,141140.3896,55877.40006,4691.954539,0,848.9060664,57.12633038,0,25118.20771,3226.465754,18409.09473,892245.5772
2000,9,140078.2422,1129079.63,1707248.78,133300.6115,163459.1303,9638.737641,5006.293401,,87732.76929,50313.62476,148277.8927,0,3574135.712
2001,9,44762.90103,375716.5146,117625.4603,283024.498,24571.04474,3330.304647,,,12784.34025,12800.42896,6772.627356,,881388.1198
2002,9,12441.87952,980920.9951,423909.1433,78299.81652,3165.498902,10855.25533,23789.3272,,2525.289509,,,,1535907.205
2003,9,7421.224142,165747.0284,786804.4975,1057283.175,287136.9345,72804.06685,373921.324,,176445.2588,10358.38364,0,0,2937921.893
2004,9,,290457.494,224576.9393,52293.8848,141677.9639,0,0,,22078.68906,0,3500.988207,0,734585.9592
2005,9,,202948.4281,81095.50164,82955.73767,0,42111.63571,545.4948023,,2146.668757,628.9190572,,,412432.3857
2006,9,,94821.95231,2464.106023,54108.47838,76197.11491,0,4103.071664,,11756.67718,33912.82795,1027.642479,0,278391.8709
2007,9,,0,104256.4533,59954.89361,88032.13502,1048.057286,19002.56251,,1873.803969,768.4393171,0,0,274936.345
2008,9,,0,41577.88385,76977.48946,147439.8035,83205.31017,10151.89843,,,431.8722551,0,0,359784.2577
2009,9,,78609.26919,225505.5654,198482.9759,134327.7954,54526.24331,73795.04624,13347.65578,2679.363636,21548.36609,3936.273409,0,806758.5543
2010,9,,0,4669.87476,139622.1476,45194.16591,317.0132875,0,2741.182258,0,649.5514286,0,0,193193.9353
2011,9,,0,3233.146854,23745.54929,7009.009157,3150.542643,0,0,0,0,273.6052711,0,37411.85322
2012,9,,22322.98392,0,63100.42752,0,3012.243555,22968.86326,0,0,715.3885359,0,0,112119.9068
2013,9,,0,410.6210576,0,488.4821257,0,181.0026575,,,157.0415912,138.9083274,0,1376.055759
2014,9,,0,0,540.9988081,136.7779284,0,0,0,0,0,8752.890034,0,9430.66677
2015,9,0,0,0,7825.961113,16748.18294,307.6679017,0,0.81841344,0,0,0,0,24882.63037
2016,9,0.018961038,0,4800.062388,5281.037853,3887.785815,6879.223034,31074.13496,0.114756943,0,0,0,0,51922.37776
2017,9,,0,0,300.8290891,357.7765107,6197.042721,1112.418855,0,2.743927484,75.94701458,5454.691041,0,13501.44916
2018,9,0,0,0,5480.264436,50847.39798,10707.83627,,,,,,,67035.49868
1991,9.5,65876.83326,66902.2858,39063.90932,7196.859318,653.3525354,6420.387093,,551.390896,10654.6708,1481.318099,0,2541.356485,201342.3636
1992,9.5,86683.38405,109168.3145,18770.65174,4460.451634,593.6014539,406.3445985,8175.475716,1652.892363,0,0,281.1664412,0,230192.2825
1993,9.5,117847.302,106196.2464,7636.142399,4829.469953,3214.036079,3189.307943,2453.351973,114.0035347,2894.807579,2351.45349,6894.742689,89148.03883,346768.9028
1994,9.5,518009.6097,12310.30717,29748.22283,1758.692861,7131.720374,2419.621564,3729.034729,15464.20581,41901.57096,15026.1862,0,269716.4513,917215.6234
1995,9.5,155104.3223,99191.99827,4408.47517,41012.67548,21751.25255,2231.694284,15767.41451,180.4381322,98461.5603,37213.43928,4193.951785,0,479517.222
1996,9.5,0,35345.40005,20001.82029,674.1701577,1458.994173,718.7365526,9280.871078,41683.72967,242715.8123,137494.1569,24226.84106,9454.19873,523054.731
1997,9.5,5522.586944,62336.59927,74613.43427,20229.08986,48931.24906,0,815.1021477,6336.97739,3629.627403,5024.534487,7622.864152,,235062.065
1998,9.5,157497.5075,298327.9051,341035.941,194609.8114,110056.1152,61658.21169,4842.303569,6317.445519,41608.54167,40020.75932,0,0,1255974.542
1999,9.5,292623.4775,367112.2367,594102.5701,66692.38072,23459.77269,71753.47043,3395.624266,28.56316519,193.321844,9723.17718,5070.160471,40693.78835,1474848.543
2000,9.5,162881.677,1532137.804,3070095.789,168074.684,87178.20285,4283.883396,3944.352376,,89142.13105,49728.58261,165446.9118,140.6923788,5333054.711
2001,9.5,48599.72111,523386.1895,298340.9401,175361.0002,20475.87062,6856.509567,,,9072.757597,21511.832,0,,1103604.821
2002,9.5,0,522621.8416,544659.0205,110042.9854,4748.248353,9769.729796,16520.36611,,2104.407924,,,,1210466.6
2003,9.5,2473.741381,227902.1641,904457.5065,1044350.047,528331.9596,124195.1729,398241.4101,,323482.9744,6905.589093,558.5465347,0,3560899.112
2004,9.5,,468604.7569,257282.3188,77304.00361,140121.0632,0,0,,37027.80144,0,3938.611732,362.7318344,984641.2875
2005,9.5,,345012.3277,170300.5534,234806.9185,6705.75092,58114.05728,545.4948023,,7298.673774,2515.676229,,,825299.4527
2006,9.5,,103067.3395,22176.95421,54108.47838,136579.7343,1667.975612,7385.528996,,32556.9522,68239.22697,2397.832451,0,428180.0225
2007,9.5,,2079.444253,265058.7796,92657.56285,179585.5554,3144.171859,29594.15474,,8900.568855,4610.635902,0,0,585630.8735
2008,9.5,,872.363704,64148.73509,71894.07034,184496.8664,105513.9803,15074.031,,,0,0,0,442000.0469
2009,9.5,,65507.72432,311343.1677,416534.6959,232930.1132,109052.4866,146732.0105,17666.015,0,31584.59139,7216.50125,599.184872,1339166.491
2010,9.5,,0,11674.6869,252649.6004,60258.88788,317.0132875,0,3959.485484,805.6481241,974.3271429,513.9614056,0,331153.6107
2011,9.5,,0,27481.74826,27935.94034,8010.296179,3150.542643,0,1022.873024,0,0,547.2105422,0,68148.61099
2012,9.5,,2232.298392,0,103549.4195,1476.056315,2259.182666,17099.04265,666.9094968,0,2861.554144,0,0,130144.4632
2013,9.5,,0,821.2421151,0,244.2410629,249.7889882,36.20053151,,,1099.291138,138.9083274,169.9229097,2759.595073
2014,9.5,,0,0,540.9988081,547.1117136,0,0,0,0,0,3237.370286,0,4325.480808
2015,9.5,0,0,0,8452.038003,15817.72834,999.9206805,0,0,0,0,0,0,25269.68702
2016,9.5,0.053090907,0,10219.48766,7958.747187,3732.274382,7320.670501,17636.67119,0.229513886,0,0,0,0,46868.13353
2017,9.5,,0,0,0,1550.36488,2655.875452,5005.884846,0,3.292712981,0,7903.735998,0,17119.15389
2018,9.5,0.052873003,161.3343424,0,3749.654614,49228.05409,19389.86568,,,,,,,72528.9616
1991,10,23715.65997,53521.82864,105702.3429,19191.62485,2395.625963,11770.70967,,551.390896,7813.425256,1375.509663,0,635.3391213,226673.4569
1992,10,125936.2372,109168.3145,26070.34964,11597.17425,1187.202908,91.42753467,2109.800185,1101.928242,0,0,281.1664412,0,277543.6009
1993,10,55822.4062,169913.9942,22399.35104,11516.42835,8723.812215,3827.169532,2944.022368,456.0141388,3966.958534,1659.849522,9192.990253,80082.13658,370505.1329
1994,10,655867.0058,53344.6644,95194.31307,12310.85003,7131.720374,4839.243127,29366.14849,38660.51453,19773.77506,17677.86611,0,338263.1737,1272429.275
1995,10,119700.0748,142085.8354,8029.722631,19069.58796,10875.62627,892.6777136,10699.31699,90.21906609,55263.5989,43917.33091,10599.25997,0,421223.2506
1996,10,3242.193834,27028.83533,30772.03121,2696.680631,1458.994173,1677.051956,7218.455283,32420.67863,91166.42707,144545.1393,16958.78874,7090.649047,366275.9252
1997,10,3681.72463,57349.67133,96721.11849,18271.436,39897.7877,0,611.3266108,2112.325797,1396.01054,7746.157335,12160.28329,,239947.8417
1998,10,197243.3407,399427.9173,457430.4601,256462.5421,117001.404,53072.89107,2421.151785,14609.09276,78156.58502,45738.01066,720.0166775,0,1622283.412
1999,10,224404.5073,756643.5412,1093017.436,216299.6131,157180.4771,104510.4895,13582.49706,794.0559923,579.965532,37272.17919,4148.313113,40693.78835,2649126.863
2000,10,190571.5621,1426205.848,3384977.409,169233.8198,71327.62051,19277.47528,4551.175819,,81038.30096,55579.00409,170129.3716,140.6923788,5573032.279
2001,10,49878.66114,515909.2439,551770.3409,355615.7957,45729.44437,12145.81695,,,6460.903137,29156.53262,13545.25471,,1580211.994
2002,10,12441.87952,276051.5369,924892.6763,304734.4211,7122.372529,12483.54363,12885.88557,,10101.15804,,,,1560713.474
2003,10,4947.482761,192680.9206,841954.3454,1021717.074,530629.055,154173.318,340481.2056,,301077.2273,17263.97273,2792.732674,2142.409473,3409859.744
2004,10,,718398.2018,416448.499,169386.7138,267786.9207,0,0,,50826.9821,3234.423119,6564.352887,1088.195503,1633734.289
2005,10,,649434.9698,324382.0066,388064.1288,30175.87914,80854.34056,1636.484407,,11377.34441,3773.514343,,,1489698.668
2006,10,,146355.622,136757.8843,95156.28957,179710.1767,20015.70734,13129.82933,,56974.66634,124071.3218,6508.402368,0,778679.8997
2007,10,,4990.666208,333974.0623,232552.3146,305178.0681,10480.57286,22740.77153,,4684.509924,16649.51854,0,0,931250.484
2008,10,,872.363704,125921.5911,188812.71,233380.6516,150734.2576,8306.098716,,,1079.680638,403.853555,0,709511.2068
2009,10,,170320.0832,504841.4915,653223.315,422989.6535,165032.7631,216236.6471,37687.49867,0,50476.30961,15417.07085,2396.739488,2238621.572
2010,10,,651.2132916,5837.34345,250433.3759,98500.10519,634.026575,0,4873.212903,1611.296248,2273.43,1027.922811,0,365841.9263
2011,10,,0,63046.36366,89395.00909,41052.76792,5851.007766,230.8409177,0,0,0,273.6052711,0,199849.5946
2012,10,,8929.193567,0,169885.7664,738.0281575,6024.48711,14036.52755,4001.456981,0,3576.94268,346.5246611,0,207538.9271
2013,10,,0,1642.48423,666.2643932,244.2410629,666.1039685,181.0026575,,,2591.186254,0,339.8458194,6331.128386
2014,10,,0,0,2704.994041,683.889642,0,0,0,0,0,4916.006731,0,8304.890414
2015,10,0,0,0,7199.884224,20159.84984,2999.762041,0,0,0,69.3222891,0,0,30428.81839
2016,10,0.06446753,0,18580.88666,14355.49726,2021.648624,6511.350145,36617.08876,0.344270829,0.570628309,0,136.9328963,0,78224.38372
2017,10,,0,0,0,2027.400227,1106.614772,19745.43467,0,1.962963508,1518.940292,5009.410139,0,29409.76306
2018,10,0.19827376,0,227.0401397,5840.808149,47608.71021,36464.52352,,,,,,,90141.28029
1991,10.5,28985.80663,100353.4287,112595.9739,19991.27588,6533.525354,19261.16128,,551.390896,2841.245548,952.2759207,221.5836257,635.3391213,292923.0069
1992,10.5,86683.38405,140359.2615,65697.28109,16057.62588,2745.406724,71.11030474,2373.525208,1377.410303,0,0,281.1664412,0,315646.1715
1993,10.5,62024.89577,235991.6586,43271.47359,18574.88443,5050.628125,14670.81654,4661.36875,684.0212082,3752.528343,1798.170316,6894.742689,37774.59272,435149.7811
1994,10.5,480412.138,57448.10012,315331.162,17586.92861,38511.29002,8468.675473,50808.09818,63789.84897,8945.279194,15026.1862,0,213090.898,1269418.605
1995,10.5,165219.8215,193022.2669,14484.98984,20767.56497,6184.179646,1487.796189,8446.829204,22.55476652,44985.46325,22027.07251,13191.88471,0,489840.4235
1996,10.5,0,54057.67066,106163.5077,3370.850789,1945.325563,2156.209658,2578.019744,11578.8138,62750.91733,131618.3382,21804.15695,0,398023.8104
1997,10.5,9204.311574,43220.04216,165807.6317,23491.84629,34628.26857,0,916.9899162,6571.680257,2512.818971,14654.89226,12251.03167,,313259.5134
1998,10.5,193900.2332,425945.9533,414364.488,338429.9821,160810.1489,59316.76061,14526.91071,33561.42932,86590.74887,24502.50571,2160.050032,0,1754109.211
1999,10.5,138233.1765,804284.0605,1437662.573,358696.8584,328436.8177,241777.9982,24618.27593,434.1601109,2513.183972,27549.00201,11062.1683,23253.59334,3398521.868
2000,10.5,117274.8074,1098075.155,3040575.638,184302.5846,86187.54145,18206.50443,4854.58754,,59193.19374,42708.07683,137352.1532,140.6923788,4788870.934
2001,10.5,37089.26085,497216.88,687574.2814,274868.1724,80538.42442,17043.32378,,,4123.980726,33067.7748,14899.78018,,1646421.879
2002,10.5,6220.939761,117924.9284,734775.8484,277223.6747,16618.86923,25509.85002,9251.405024,,12626.44755,,,,1200151.963
2003,10.5,4947.482761,267267.0833,1117703.585,969984.5641,617918.6831,129905.2957,228000.8073,,400502.7302,55244.71274,3909.825743,4284.818947,3799669.589
2004,10.5,,786171.617,527646.7893,306942.3673,345631.9558,0,7587.160489,,51746.92748,5660.240459,3500.988207,1088.195503,2035976.242
2005,10.5,,834625.4104,528742.6707,433057.0712,110644.8902,84223.27142,2181.979209,,16100.01568,5974.731044,,,2015550.04
2006,10.5,,218502.7597,144150.2024,192178.3887,251594.2473,33359.51224,14771.05799,,100383.9359,165842.0001,8563.687326,1184.49191,1130530.284
2007,10.5,,8733.665864,371082.2915,383347.9561,399079.0121,11528.63015,20560.14961,,11711.27481,25358.49746,362.0848639,312.6131741,1232076.176
2008,10.5,,872.363704,149680.3819,299921.7278,337455.807,177866.4239,6460.299001,,,1079.680638,1750.032072,285.619091,975372.3351
2009,10.5,,52406.17946,573220.5985,1108895.499,668780.9386,270450.1668,370691.3951,41613.27978,0,82356.08409,34770.41511,2396.739488,3205581.296
2010,10.5,,3907.279749,26851.77987,325785.0111,107770.7033,2853.119587,1015.748123,7005.243548,4718.796156,3897.308572,2055.845622,0,485860.8357
2011,10.5,,0,122859.5805,163425.251,61078.50837,14402.48065,1615.886424,0,0,0,547.2105422,0,363928.9174
2012,10.5,,0,0,151279.2301,2952.11263,6024.48711,6890.658977,0,59.27153097,3100.016989,0,0,170305.7773
2013,10.5,,0,5748.694806,1887.749114,244.2410629,749.3669645,217.203189,,,1413.37432,277.8166549,169.9229097,10708.36902
2014,10.5,,0,1294.193269,1622.996424,1367.779284,247.4721827,192.5252828,0,0,0,1558.733842,0,6283.700284
2015,10.5,0,0,0,16277.99912,24501.97134,3692.01482,0,0,0,277.2891564,0,0,44749.27444
2016,10.5,0.026545453,40.84839803,24929.35627,12495.97689,4820.85441,1581.853425,32417.88133,0.229513886,0.380418873,0,410.7986888,0,76698.2059
2017,10.5,,0,157.1779523,0,2504.435575,1991.906589,27949.52372,0,2.954998829,3265.721627,6790.533745,0,42662.25421
2018,10.5,0.687349034,0,151.3600931,6850.330545,40483.59711,37043.32548,,,,,,,84529.30058
1991,11,47431.31995,86972.97154,179234.4075,39182.90073,11106.9931,26751.61289,,6065.299856,2308.512007,793.5632672,221.5836257,3812.034728,403881.1992
1992,11,181544.4458,130333.6,94896.07269,37467.79373,7791.019082,314.9170639,8702.925762,1101.928242,0,135.1460781,562.3328823,0,462850.1813
1993,11,55822.4062,276110.2406,66179.90079,26376.3359,14692.73636,25195.53275,12757.43026,1824.056555,4288.603821,4841.227774,2298.247563,24175.73934,514562.4579
1994,11,290336.0312,250309.5791,481921.2099,40449.9358,72743.54782,25406.02642,91361.35086,105349.9021,7062.062521,16793.97281,4068.774972,189248.5597,1575050.953
1995,11,251201.5654,257363.0225,32906.11823,11755.22545,5544.436924,1041.457333,4786.536549,11.27738326,31728.15786,20385.30313,16928.31448,383.0037104,634034.419
1996,11,3242.193834,85244.78835,107702.1092,5393.361262,3404.319736,6468.628973,2578.019744,11578.8138,33151.42803,156296.7767,16958.78874,0,432019.2284
1997,11,18408.62315,36570.8049,151990.3291,42415.83358,28605.96099,0,1426.428759,2112.325797,1396.01054,28158.32869,24865.05688,,335949.7023
1998,11,151925.6617,459645.9574,459176.3779,401791.316,149056.5832,38243.70092,12105.75892,47380.8414,184989.3271,84125.2696,2160.050032,0,1990600.844
1999,11,122076.052,835110.2788,1559108.955,674133.7943,614646.0446,354087.778,89984.04304,2176.513188,7152.908228,73734.09361,13827.71038,9366.030651,4355404.202
2000,11,97729.00618,630424.3241,2587933.31,142573.6975,98075.4782,17135.53358,2730.705491,,52146.38496,33932.4446,117061.4942,140.6923788,3779883.071
2001,11,10231.52023,257954.622,551770.3409,234086.5444,90776.35973,38200.5533,,,3849.048678,38401.28687,37926.71319,,1263196.989
2002,11,6220.939761,21440.89607,811850.2381,510006.913,34029.11319,33651.29152,12885.88557,,21885.84241,,,,1451971.12
2003,11,12368.7069,234117.6777,1253739.877,860052.9802,454824.9043,151318.2566,100320.3552,,450915.6613,86319.86366,9495.29109,0,3613473.574
2004,11,,962382.4967,712977.2732,507023.3178,443716.7001,0,12645.26748,,94294.40118,6468.846238,2188.117629,3264.58651,2744961.007
2005,11,,1418102.141,629301.0927,487892.2198,207878.2785,105279.0893,5454.948023,,24686.69071,8175.947744,,,2886770.408
2006,11,,331876.8331,167559.2096,401149.0639,359420.3533,75058.90253,34465.80198,,151932.4436,170804.853,21923.03955,1184.49191,1715374.992
2007,11,,18714.99828,515981.091,550494.9322,548146.7607,31441.71859,12460.69673,,9837.470839,29456.84049,543.1272959,2813.518567,1719891.155
2008,11,,0,133643.1981,405221.1237,439165.618,277351.0339,6460.299001,,,5398.403189,3500.064143,1713.714546,1272453.455
2009,11,,65507.72432,688155.6931,1531953.11,800250.6958,272631.2166,467654.6535,96966.79345,0,103314.084,68556.76187,3595.109232,4098585.841
